annotation_id,event,tweet_id,tweet_text,humaid_label,gpt4o_label,gpt4o_confidence,humaid_gpt4o_agree,researcher_first_pass_primary,researcher_first_pass_secondary,researcher_first_pass_confidence,researcher_first_pass_ambiguous,researcher_first_pass_reason,claude_primary,claude_secondary,claude_confidence,claude_ambiguous,claude_reason,gemini_primary,gemini_secondary,gemini_confidence,gemini_ambiguous,gemini_reason,grok_primary,grok_secondary,grok_confidence,grok_ambiguous,grok_reason
AUDITV2_0057,hurricane_maria_2017,912345647797370880,Airmen assess #HurricaneMaria damage at Muniz Air National Guard Base in #PuertoRico and #evacuate civilians.,infrastructure_and_utility_damage,displaced_people_and_evacuations,0.95,no,displaced_people_and_evacuations,infrastructure_and_utility_damage,2,yes,Reports civilians being evacuated while damage is assessed.,displaced_people_and_evacuations,infrastructure_and_utility_damage,2,yes,Airmen assess damage and evacuate civilians at an air base.,displaced_people_and_evacuations,infrastructure_and_utility_damage,2,yes,Air National Guard airmen assess base damage and evacuate civilians in Puerto Rico.,displaced_people_and_evacuations,infrastructure_and_utility_damage,2,yes,Airmen assess damage and evacuate civilians.
AUDITV2_0059,hurricane_harvey_2017,902695400632717312,"Thousands flee homes, others die &amp; drown from lack of resources.. Trumps response? What a crowd #hurricaneharvey",injured_or_dead_people,displaced_people_and_evacuations,0.9,no,displaced_people_and_evacuations,injured_or_dead_people,2,yes,Reports thousands fleeing homes and others dying amid resource shortages.,displaced_people_and_evacuations,injured_or_dead_people,1,yes,Mentions people fleeing homes and dying amid political criticism.,displaced_people_and_evacuations,injured_or_dead_people,2,yes,Reports thousands fleeing homes and casualties while criticizing official response.,injured_or_dead_people,displaced_people_and_evacuations,2,yes,Thousands flee others die drown from lack of resources.
AUDITV2_0061,hurricane_harvey_2017,903491827138945028,Pray and consider how you can help! Hurricane Harvey,sympathy_and_support,sympathy_and_support,0.85,yes,sympathy_and_support,rescue_volunteering_or_donation_effort,2,yes,"Primarily urges prayer, with a broad suggestion to consider helping.",rescue_volunteering_or_donation_effort,sympathy_and_support,2,yes,Calls on others to pray and consider helping with Harvey relief.,sympathy_and_support,rescue_volunteering_or_donation_effort,3,no,Encourages prayer and considering ways to help Hurricane Harvey victims.,sympathy_and_support,rescue_volunteering_or_donation_effort,2,yes,Pray and consider how you can help.
AUDITV2_0062,kerala_floods_2018,1032541413345357824,"Kerala asks Centre for Rs 2000 cr, Centre says no. Kerala asks Centre to declare #KeralaFloods a National Disaster, Centre says no. Kerala requests Centre to accept aid offer from UAE, Centre says no. The centre sure loves to say no to Kerala!",other_relevant_information,requests_or_urgent_needs,0.9,no,requests_or_urgent_needs,other_relevant_information,2,yes,"Summarizes Kerala requests for funds, disaster status and acceptance of aid.",other_relevant_information,rescue_volunteering_or_donation_effort,2,yes,Details a political dispute over central government rejecting Kerala's aid requests.,rescue_volunteering_or_donation_effort,other_relevant_information,2,yes,Discusses central government decisions regarding disaster funding and UAE aid offers.,other_relevant_information,,3,no,Kerala requests for funds national disaster declaration and UAE aid all refused.
AUDITV2_0064,california_wildfires_2018,1066013351979958273,RT @_xTombStonex_: Please help us get the word out!! A RT would be enough to help us. Please please please!! @gst_global,requests_or_urgent_needs,requests_or_urgent_needs,0.8,yes,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,1,yes,"Urgent plea to spread a message, but the underlying need is truncated.",rescue_volunteering_or_donation_effort,not_humanitarian,1,yes,"Vague plea to retweet and spread the word, low specificity.",not_humanitarian,other_relevant_information,2,yes,Contextless plea asking for retweets without mentioning disaster details or actionable aid.,rescue_volunteering_or_donation_effort,,3,no,Please help us get the word out RT would help.
AUDITV2_0065,hurricane_harvey_2017,903424703251062784,#Houston school district will give students 3 free meals a day for an entire year in wake of #Harvey flooding:,rescue_volunteering_or_donation_effort,other_relevant_information,0.85,no,rescue_volunteering_or_donation_effort,requests_or_urgent_needs,3,no,School district provides sustained free meals after Harvey.,rescue_volunteering_or_donation_effort,,3,no,School district providing free meals to students after the flooding.,rescue_volunteering_or_donation_effort,other_relevant_information,3,no,Reports Houston school district offering free meals to students recovering from flooding.,rescue_volunteering_or_donation_effort,other_relevant_information,2,yes,School district will give students 3 free meals a day for year after Harvey.
AUDITV2_0066,california_wildfires_2018,1062123911096221696,"In recent days, Trump has threatened to cut off federal aid to California and Puerto Rico. We have 5,600 troops at the border without a mission and missing T-giving for his manufactured crisis, and a VA glitch means veterans haven’t been paid in months.",not_humanitarian,not_humanitarian,0.95,yes,other_relevant_information,rescue_volunteering_or_donation_effort,2,yes,Political update references threatened federal disaster aid without a direct action request.,other_relevant_information,not_humanitarian,2,yes,Criticizes threatened aid cuts to California/Puerto Rico amid unrelated political tangents.,other_relevant_information,rescue_volunteering_or_donation_effort,2,yes,Discusses political actions and federal aid threats to California and Puerto Rico.,other_relevant_information,,3,no,Critique of Trump threats to cut aid and other policy issues.
AUDITV2_0067,kaikoura_earthquake_2016,798283345171869696,Most we know of are reporting relatively moderate damage. One did say they broke a glass in their tasting room however!,infrastructure_and_utility_damage,not_humanitarian,0.95,no,infrastructure_and_utility_damage,,3,no,"Reports relatively moderate earthquake damage, including broken glass.",infrastructure_and_utility_damage,,3,no,"Reports mostly moderate damage, including a broken glass.",infrastructure_and_utility_damage,other_relevant_information,2,yes,Reports relatively moderate earthquake damage including broken glassware.,infrastructure_and_utility_damage,,3,no,Most reporting relatively moderate damage one broke a glass.
AUDITV2_0070,kaikoura_earthquake_2016,798145494266458113,RT @geonet: Cant sleep? Wanna help us out? Fill out our Felt Detailed report for the M7.5 Kaikoura EQ #eqnz:,other_relevant_information,rescue_volunteering_or_donation_effort,0.9,no,rescue_volunteering_or_donation_effort,other_relevant_information,2,yes,Asks the public to volunteer information through a felt-earthquake report.,other_relevant_information,rescue_volunteering_or_donation_effort,2,yes,Requests public participation in a felt-earthquake citizen science report.,rescue_volunteering_or_donation_effort,other_relevant_information,3,no,GeoNet requests citizens to fill out detailed earthquake felt reports.,other_relevant_information,,3,no,Call to fill out felt detailed report for the quake.
AUDITV2_0071,hurricane_harvey_2017,903365850937380864,UIL creating waivers for players displaced by Harvey.,displaced_people_and_evacuations,displaced_people_and_evacuations,0.85,yes,displaced_people_and_evacuations,other_relevant_information,3,no,Explicitly concerns players displaced by Harvey.,displaced_people_and_evacuations,other_relevant_information,2,yes,Reports waivers created for players displaced by the hurricane.,displaced_people_and_evacuations,other_relevant_information,2,yes,Reports athletic league creating eligibility waivers for students displaced by Harvey.,other_relevant_information,displaced_people_and_evacuations,2,yes,UIL creating waivers for players displaced by Harvey.
AUDITV2_0072,hurricane_dorian_2019,1168269628482740229,We hope everyone affected by Hurricane Dorian are staying safe! We’ll be looking into ways we can help following the storm. Let us know if you already know something we should be looking into! #besafe #hurricanedorian #storms #hurricane #helpingothers,sympathy_and_support,rescue_volunteering_or_donation_effort,0.85,no,sympathy_and_support,rescue_volunteering_or_donation_effort,2,yes,Expresses safety wishes and broad intent to find ways to help.,sympathy_and_support,rescue_volunteering_or_donation_effort,2,yes,Hopes people stay safe and vaguely offers to look into ways to help.,sympathy_and_support,rescue_volunteering_or_donation_effort,2,yes,Expresses safety wishes and offers to research support opportunities post-storm.,sympathy_and_support,rescue_volunteering_or_donation_effort,2,yes,Hope everyone staying safe looking into ways we can help.
AUDITV2_0073,hurricane_dorian_2019,1167614212518109186,Just filed this story: Space Coast beachside evacuation ordered ahead of Hurricane Dorian @Florida_Today @USATODAY,displaced_people_and_evacuations,displaced_people_and_evacuations,0.95,yes,displaced_people_and_evacuations,,3,no,Reports a beachside evacuation order ahead of Dorian.,caution_and_advice,displaced_people_and_evacuations,2,yes,Reports an evacuation order issued ahead of the hurricane.,displaced_people_and_evacuations,caution_and_advice,2,yes,Reports mandatory beachside evacuation orders ahead of Hurricane Dorian.,displaced_people_and_evacuations,caution_and_advice,2,yes,Space Coast beachside evacuation ordered ahead of Dorian.
AUDITV2_0076,hurricane_harvey_2017,901424546078748672,"Update from Middlebrook #ClearLake TX: rain, some wind gusts, still have power, no flooding. #HurricaneHarvey #weather #HarveyStorm",caution_and_advice,other_relevant_information,0.85,no,other_relevant_information,,3,no,"Local situation update reports weather, power and absence of flooding.",other_relevant_information,infrastructure_and_utility_damage,2,yes,Personal status update noting no flooding or power loss at that location.,other_relevant_information,infrastructure_and_utility_damage,3,no,Reports local weather conditions in Clear Lake with maintained power and no flooding.,other_relevant_information,infrastructure_and_utility_damage,2,yes,Update rain some wind still have power no flooding.
AUDITV2_0077,kerala_floods_2018,1037043127587037184,"#KolkataBridgeCollapse #MajherhatBridge Hearts broken news. What happening in country? First 19 August Kerala flood and now broke the beach (MajherhatBridge). Please God save, those people now facing a problem.ὢ2",sympathy_and_support,sympathy_and_support,0.85,yes,sympathy_and_support,infrastructure_and_utility_damage,2,yes,Expresses distress and prayer after flood and bridge-collapse events.,sympathy_and_support,infrastructure_and_utility_damage,1,yes,Prayer for people facing both a bridge collapse and the Kerala floods.,sympathy_and_support,other_relevant_information,2,yes,Expresses distress and prayers following Kerala floods and a bridge collapse.,injured_or_dead_people,other_relevant_information,2,yes,Hearts broken about bridge collapse after Kerala flood mention.
AUDITV2_0078,california_wildfires_2018,1065466750446243840,"Death toll rises and more than 500 still missing, as rains douse California wildfire",missing_or_found_people,injured_or_dead_people,0.9,no,missing_or_found_people,injured_or_dead_people,3,no,Reports more than 500 missing and a rising wildfire death toll.,missing_or_found_people,injured_or_dead_people,2,yes,Reports over 500 still missing alongside the rising wildfire death toll.,injured_or_dead_people,missing_or_found_people,2,yes,Reports rising death toll and over 500 missing people as rains douse wildfire.,injured_or_dead_people,missing_or_found_people,2,yes,Death toll rises more than 500 still missing rains douse wildfire.
